EIN,NAME,Address,STREET,CITY,STATE,ZIP
311310365,HERITAGE CENTRE ASSOCIATION INC,"1 S MAIN ST MOUNT VERNON, OH 43050-3223",1 S MAIN ST,MOUNT VERNON,OH,43050-3223
311310940,OAK GROVE VOLUNTEER FIRE AND RESCUE INC,"102 OAK GROVE LN MARIETTA, OH 45750-9419",102 OAK GROVE LN,MARIETTA,OH,45750-9419
311312805,CITY OF MIDDLETOWN EMPLOYEES ASSOCIATION INC,"1 DONHAM PLZ MIDDLETOWN, OH 45042-1932",1 DONHAM PLZ,MIDDLETOWN,OH,45042-1932
311319027,DELAWARE CREATIVE HOUSING HUD 1 INC,"1000 ALPHA DR DELAWARE, OH 43015-8642",1000 ALPHA DR,DELAWARE,OH,43015-8642
311320723,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,"1013 LUDLOW ST HAMILTON, OH 45011-3655",1013 LUDLOW ST,HAMILTON,OH,45011-3655
311329183,AMVETS,"1016 LEO ST DAYTON, OH 45404-1670",1016 LEO ST,DAYTON,OH,45404-1670
311331966,PARENTS OF MURDERED CHILDREN,"102 SAINT ANDRE ST WORTHINGTON, OH 43085-2239",102 SAINT ANDRE ST,WORTHINGTON,OH,43085-2239
311336556,GARRISON CORNER CEMETERY ASSOCIATION,"1 ASPEN CT YELLOW SPGS, OH 45387-1651",1 ASPEN CT,YELLOW SPGS,OH,45387-1651
311336636,SOUTHERN OHIO SYNODICAL WOMENS ORGANIZATION,"1018 NORWOOD DR SIDNEY, OH 45365-2028",1018 NORWOOD DR,SIDNEY,OH,45365-2028
311337258,TOLEDO SCIENCE CENTER,"1 DISCOVERY WAY TOLEDO, OH 43604-1579",1 DISCOVERY WAY,TOLEDO,OH,43604-1579
311339084,DARKE COUNTY SWIM CLUB TEAM STINGRAY INC,"100 PUBLIC SQUARE GREENVILLE, OH 45331-1471",100 PUBLIC SQUARE,GREENVILLE,OH,45331-1471
311339406,SONS OF AMVETS POST 66,"10010 W STATE ROUTE 185 COVINGTON, OH 45318-8896",10010 W STATE ROUTE 185,COVINGTON,OH,45318-8896
311344581,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY,"1 S GROVE ST WESTERVILLE, OH 43081-2004",1 S GROVE ST,WESTERVILLE,OH,43081-2004
311346996,GORDON PATRICK FOUNDATION,"100 S WERNER ST LEIPSIC, OH 45856-1359",100 S WERNER ST,LEIPSIC,OH,45856-1359
311348669,OHIO ASSOCIATION OF FOODSERVICE AND PIZZA OPERATORS,"1023 WOODLAWN AVE NEWARK, OH 43055-2683",1023 WOODLAWN AVE,NEWARK,OH,43055-2683
311351642,OHIO RECORDERS ASSOCIATION,"10 W BROAD ST STE 2300 COLUMBUS, OH 43215-3484",10 W BROAD ST STE 2300,COLUMBUS,OH,43215-3484
311352234,WASHINGTON COUNTY RIGHT TO LIFE,"101 PINEVIEW CIR MARIETTA, OH 45750-9433",101 PINEVIEW CIR,MARIETTA,OH,45750-9433
311353685,NEIGHBORHOOD HOUSING SERVICES OF HAMILTON INC,"100 S MARTIN LUTHER KING JR BLVD HAMILTON, OH 45011-2824",100 S MARTIN LUTHER KING JR BLVD,HAMILTON,OH,45011-2824
311360199,FOUNDATION DINNERS,"1000 W 5TH AVE LANCASTER, OH 43130-2936",1000 W 5TH AVE,LANCASTER,OH,43130-2936
311362573,FORT ST CLAIR KENNEL CLUB INC,"1010 W RIVERVIEW AVE DAYTON, OH 45402-6426",1010 W RIVERVIEW AVE,DAYTON,OH,45402-6426
311368331,CHILDRENS RESCUE CENTER INC,"1027 W HIGH ST SPRINGFIELD, OH 45506-1306",1027 W HIGH ST,SPRINGFIELD,OH,45506-1306
311369497,CENTRAL OHIO GREEN EDUCATION FUND,"1021 EAST BROAD STREET COLUMBUS, OH 43205-1357",1021 EAST BROAD STREET,COLUMBUS,OH,43205-1357
311370321,DELAWARE CREATIVE HOUSING HUD 2 INC,"1000 ALPHA DR DELAWARE, OH 43015-8642",1000 ALPHA DR,DELAWARE,OH,43015-8642
311374350,GETTLER FAMILY FOUNDATION,"1 FILSON PL APT 4 CINCINNATI, OH 45202-1600",1 FILSON PL APT 4,CINCINNATI,OH,45202-1600
311388267,SILVER MEMORIAL FREE WILL BAPTIST CHURCH,"1023 POSSOM TROT RD GALLIPOLIS, OH 45631-8631",1023 POSSOM TROT RD,GALLIPOLIS,OH,45631-8631
311388687,ATHENS COUNTY SCHOOLS EMP HEALTH & WELFARE BENEFIT FUND & TR FOR,"1 TOMCAT DR GLOUSTER, OH 45732-9335",1 TOMCAT DR,GLOUSTER,OH,45732-9335
311392270,JESUS REVIVALS INC,"100 FAY AVE MARIETTA, OH 45750-9504",100 FAY AVE,MARIETTA,OH,45750-9504
311392407,SOUTH DAYTON DANCE THEATRE,"101 E ALEX BELL RD STE 130 CENTERVILLE, OH 45459-2779",101 E ALEX BELL RD STE 130,CENTERVILLE,OH,45459-2779
311399701,MEMORIAL SOCIETY OF THE COLUMBUS POLICE HONOR GUARD,"1000 N HAGUE AVE COLUMBUS, OH 43204-2121",1000 N HAGUE AVE,COLUMBUS,OH,43204-2121
311408432,DAYTON-MONTGOMERY COUNTY CONVENTION AND VISITORS BUREAU INC,"1 CHAMBER PLZ STE A DAYTON, OH 45402-2426",1 CHAMBER PLZ STE A,DAYTON,OH,45402-2426
311421788,GREEN WAVE ATHLETIC BOOSTERS,"100 GREENWAVE WAY GREENVILLE, OH 45331-2383",100 GREENWAVE WAY,GREENVILLE,OH,45331-2383
311423358,CHARITABLE FOUNDATION OF THE GRAND LODGE OF OHIO F & A M,"1 MASONIC DR SPRINGFIELD, OH 45504-3658",1 MASONIC DR,SPRINGFIELD,OH,45504-3658
311424129,OHR TORAH CINCINNATI,"1 E 4TH ST STE 700 CINCINNATI, OH 45202-3705",1 E 4TH ST STE 700,CINCINNATI,OH,45202-3705
311426804,GREATER VISION MISSIONARY BAPTIST CHURCH,"100 N 20TH ST COLUMBUS, OH 43203-1967",100 N 20TH ST,COLUMBUS,OH,43203-1967
311428783,LEBANON THEATRE COMPANY INC,"10 S MECHANIC ST LEBANON, OH 45036-2202",10 S MECHANIC ST,LEBANON,OH,45036-2202
311433378,DOWNTOWN DAYTON SPECIAL IMPROVEMENT DISTRICT INC,"10 NORTH LUDLOW STREET DAYTON, OH 45402-1854",10 NORTH LUDLOW STREET,DAYTON,OH,45402-1854
311442873,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,"102 JOHN ST TRENTON, OH 45067-1306",102 JOHN ST,TRENTON,OH,45067-1306
311444123,KROGER CO HEALTH AND WELFARE BENEFIT TR FOR COLLECTIVELY-BARGAI,"1014 VINE STREET CINCINNATI, OH 45202-1100",1014 VINE STREET,CINCINNATI,OH,45202-1100
311446206,LIVING STONES MEMORIAL CHURCH,"101 W FRANKLIN ST TROY, OH 45373-3209",101 W FRANKLIN ST,TROY,OH,45373-3209
311458839,HISPANIC CHAMBER CINCINNATI USA INC,"00000 EDWARDS RD CINCINNATI, OH 45208-0000",00000 EDWARDS RD,CINCINNATI,OH,45208-0000
311461787,DAYTON SECTION OF THE AMATEUR RADIO PORTION OF THE NWS SKYWARN PROGRAM,"100 CANNONBURY COURT KETTERING, OH 45429-8109",100 CANNONBURY COURT,KETTERING,OH,45429-8109
311461910,THE OHIO STATE UNIVERSITY,"10063 PLAIN CITY GEORGESVILLE RD NE PLAIN CITY, OH 43064-9124",10063 PLAIN CITY GEORGESVILLE RD NE,PLAIN CITY,OH,43064-9124
311463267,SOUTHERN STATE COMMUNITY COLLEGE FOUNDATION,"100 HOBART DR HILLSBORO, OH 45133-9406",100 HOBART DR,HILLSBORO,OH,45133-9406
311464431,MARIEMONT HIGH SCHOOL PARENT TEACHER ORGANIZATION,"1 WARRIOR WAY CINCINNATI, OH 45227-2596",1 WARRIOR WAY,CINCINNATI,OH,45227-2596
311466567,SOCCER ASSOC FOR YOUTH,"10 N UNIVERSITY AVE OXFORD, OH 45056-1348",10 N UNIVERSITY AVE,OXFORD,OH,45056-1348
311467480,XENOS CHRISTIAN FELLOWSHIP OF CINCINNATI,"1025 COMPTON RD CINCINNATI, OH 45231-4818",1025 COMPTON RD,CINCINNATI,OH,45231-4818
311474552,HAND OF GOD MINISTRIES,"10142 SPRINGFIELD PIKE CINCINNATI, OH 45215-1449",10142 SPRINGFIELD PIKE,CINCINNATI,OH,45215-1449
311474943,SONS OF UNION VETERANS OF THE CIVIL WAR,"101 PINE LODGE RD W PORTSMOUTH, OH 45663-8932",101 PINE LODGE RD,W PORTSMOUTH,OH,45663-8932
311490185,LKC FOUNDATION,"1 E 4TH ST STE 1200 CINCINNATI, OH 45202-3708",1 E 4TH ST STE 1200,CINCINNATI,OH,45202-3708
311533634,THE@RICHARD AND MARCY HORVITZ FOUNDATION,"100 PARK AVE STE 215 BEACHWOOD, OH 44122-8201",100 PARK AVE STE 215,BEACHWOOD,OH,44122-8201
311538437,FRIENDS OF FREEDOM SOCIETY INC,"1006 LORNABERRY LN COLUMBUS, OH 43213-3328",1006 LORNABERRY LN,COLUMBUS,OH,43213-3328
311542555,WILLARD BAND AND ORCHESTRA BOOSTERS,"1 FLASHES AVE WILLARD, OH 44890-9394",1 FLASHES AVE,WILLARD,OH,44890-9394
311543181,NATIONAL ALLIANCE FOR THE MENTALLY ILL ATHENS,"100 HOSPITAL DR ATHENS, OH 45701-2301",100 HOSPITAL DR,ATHENS,OH,45701-2301
311544685,JENNINGS MANOR HOUSING CORPORATION,"10200 GRANGER ROAD GARFIELD HEIGHTS, OH 44125-3100",10200 GRANGER ROAD,GARFIELD HEIGHTS,OH,44125-3100
311559939,LIBERTY CENTER SCHOOLS EDUCATIONAL FOUNDATION,"100 TIGER TRL LIBERTY CTR, OH 43532-9642",100 TIGER TRL,LIBERTY CTR,OH,43532-9642
311562347,CANFIELD CARDINALS HOCKEY INC,"100 CARDINAL DR CANFIELD, OH 44406-1111",100 CARDINAL DR,CANFIELD,OH,44406-1111
311569053,STONE OAK COUNTRY CLUB INC,"100 STONE OAK BLVD HOLLAND, OH 43528-9262",100 STONE OAK BLVD,HOLLAND,OH,43528-9262
311579305,FR DAVID HILLER O F M ENDOWMENT FUND,"10235 MILL RD CINCINNATI, OH 45231-1924",10235 MILL RD,CINCINNATI,OH,45231-1924
311582415,OHIO CREDIT UNION FOUNDATION,"10 W BROAD ST STE 1100 COLUMBUS, OH 43215-3482",10 W BROAD ST STE 1100,COLUMBUS,OH,43215-3482
311585255,SACRED HEART RADIO INC,"100 E EIGHTH STREET CINCINNATI, OH 45202-2129",100 E EIGHTH STREET,CINCINNATI,OH,45202-2129
311588032,WAT PRAMAVIHARA INC,"10036 MENOMINEE DR CINCINNATI, OH 45251-1740",10036 MENOMINEE DR,CINCINNATI,OH,45251-1740
311591331,NEW CREATION CHURCH OF FINDLAY,"10146 COUNTY ROAD 40 FINDLAY, OH 45840-9028",10146 COUNTY ROAD 40,FINDLAY,OH,45840-9028
311593230,COMAR INC,"100 S 3RD ST COLUMBUS, OH 43215-4214",100 S 3RD ST,COLUMBUS,OH,43215-4214
311600513,CHESAPEAKE LOCAL TEACHERS ASSOCIATION,"10181 COUNTY ROAD 1 CHESAPEAKE, OH 45619-7032",10181 COUNTY ROAD 1,CHESAPEAKE,OH,45619-7032
311618085,DAYTONA 200 MEMORIAL FUND,"10025 HONDA HILLS RD THORNVILLE, OH 43076-9019",10025 HONDA HILLS RD,THORNVILLE,OH,43076-9019
311625894,N H S II OF HAMILTON INC,"100 S MARTIN LUTHER KING JR BLVD HAMILTON, OH 45011-2824",100 S MARTIN LUTHER KING JR BLVD,HAMILTON,OH,45011-2824
311628371,GLENN B FORDYCE FOUNDATION,"101 N SOUTH ST WILMINGTON, OH 45177-1646",101 N SOUTH ST,WILMINGTON,OH,45177-1646
311628724,ANN W & PETER H WILLIAMS FAMILY FUND,"1 GRANDIN TER CINCINNATI, OH 45208-3405",1 GRANDIN TER,CINCINNATI,OH,45208-3405
311632101,OHIO CHIEF PROBATION OFFICERS ASSOCIATION,"10 W BROAD ST STE 200 COLUMBUS, OH 43215-3472",10 W BROAD ST STE 200,COLUMBUS,OH,43215-3472
311634465,OHIO JUVENILE DIVERSION ASSOCIATION,"1 INDIAN TRL PIQUA, OH 45356-9257",1 INDIAN TRL,PIQUA,OH,45356-9257
311647607,BRESLOV SYNAGOGUE OF COLUMBUS OHIO,"10095 COVAN DR WESTERVILLE, OH 43082-9214",10095 COVAN DR,WESTERVILLE,OH,43082-9214
311656960,MIAMI VALLEY SQUASH FOUNDATION,"10100 INNOVATION DR STE 410 MIAMISBURG, OH 45342-4965",10100 INNOVATION DR STE 410,MIAMISBURG,OH,45342-4965
311657328,ALLELUIA LUTHERAN CHURCH,"10089 INDUSTRIAL PKWY MARYSVILLE, OH 43040-8850",10089 INDUSTRIAL PKWY,MARYSVILLE,OH,43040-8850
311669293,FRIENDS OF THE GREAT MIAMI,"1 E 4TH ST STE 1200 CINCINNATI, OH 45202-3708",1 E 4TH ST STE 1200,CINCINNATI,OH,45202-3708
311678902,FREDERICKTOWN COMMUNITY FOUNDATION,"101 E GAMBIER ST MOUNT VERNON, OH 43050-3509",101 E GAMBIER ST,MOUNT VERNON,OH,43050-3509
311680638,WEST FORK BAPTIST,"10127 W FORK RD GEORGETOWN, OH 45121-8262",10127 W FORK RD,GEORGETOWN,OH,45121-8262
311681221,DIVINE ENCOUNTER MINISTRIES,"10 NICHOLAS CT FAIRFIELD, OH 45014-8639",10 NICHOLAS CT,FAIRFIELD,OH,45014-8639
311681589,JOHN & DOROTHY F MASTERNICK FOUNDATION,"101 W LIBERTY ST GIRARD, OH 44420-2844",101 W LIBERTY ST,GIRARD,OH,44420-2844
311682888,SWANTON CORN FESTIVAL COMMITTEE INC,"100 ORCHARD VIEW DR SWANTON, OH 43558-1262",100 ORCHARD VIEW DR,SWANTON,OH,43558-1262
311690767,THE LIMITED INC EMPLOYEE HEALTH BENEFIT PLAN,"100 EAST EIGHTH STREET CINCINNATI, OH 45202-2129",100 EAST EIGHTH STREET,CINCINNATI,OH,45202-2129
311692293,IRANIAN CULTURAL ASSOCIATION,"10 E WOODSTONE ETNA, OH 43062-9484",10 E WOODSTONE,ETNA,OH,43062-9484
311692792,MIAMI VALLEY BUILDING OFFICIALS COUNCIL,"100 W SPRING VALLEY PIKE CENTERVILLE, OH 45458-3760",100 W SPRING VALLEY PIKE,CENTERVILLE,OH,45458-3760
311694479,P A S T FOUNDATION,"1003 KINNEAR RD COLUMBUS, OH 43212-1150",1003 KINNEAR RD,COLUMBUS,OH,43212-1150
311696648,HANCOCK COUNTY HOME BUILDERS FOUNDATION INC,"101 W SANDUSKY ST STE 200 FINDLAY, OH 45840-3276",101 W SANDUSKY ST STE 200,FINDLAY,OH,45840-3276
311710864,POP KIDS SCHOOL,"101 S LEBANON RD LOVELAND, OH 45140-9336",101 S LEBANON RD,LOVELAND,OH,45140-9336
311725453,THE OHIO STATE UNIVERSITY,"100 COLUMBUS RD FREDERICKTOWN, OH 43019-1216",100 COLUMBUS RD,FREDERICKTOWN,OH,43019-1216
311725746,GREENER PASTURES FOUNDATION,"10050 INNOVATION DR STE 100 MIAMISBURG, OH 45342-4932",10050 INNOVATION DR STE 100,MIAMISBURG,OH,45342-4932
311739154,OHIO RESTAURANT ASSOCIATION EDUCATION FOUNDATION INC,"100 E CAMPUS VIEW BLVD STE 150 COLUMBUS, OH 43235-4636",100 E CAMPUS VIEW BLVD STE 150,COLUMBUS,OH,43235-4636
311742502,SPARKPEOPLE SERVICE INC,"1 E 4TH ST STE 1200 CINCINNATI, OH 45202-3708",1 E 4TH ST STE 1200,CINCINNATI,OH,45202-3708
311755905,HEART FOR AFRICA MINISTRIES INC,"1001 MENDOTA CT DAYTON, OH 45420-1416",1001 MENDOTA CT,DAYTON,OH,45420-1416
311756564,READING POLICE OFFICERS ASSOCIATION,"1000 MARKET ST READING, OH 45215-3209",1000 MARKET ST,READING,OH,45215-3209
311766531,BACKING LOCAL ARTIST DREAMS,"10 S TIMBER HOLLOW DR APT 1022 FAIRFIELD, OH 45014-7798",10 S TIMBER HOLLOW DR APT 1022,FAIRFIELD,OH,45014-7798
311766670,HERITAGE ELEMENTARY SCHOOL PTO,"100 N EAST ST PICKERINGTON, OH 43147-1128",100 N EAST ST,PICKERINGTON,OH,43147-1128
311767871,ISPACE INC,"10020 READING RD CINCINNATI, OH 45241-3108",10020 READING RD,CINCINNATI,OH,45241-3108
311768219,KNOX COUNTY FOUNDATION,"101 E GAMBIER ST MOUNT VERNON, OH 43050-3509",101 E GAMBIER ST,MOUNT VERNON,OH,43050-3509
311772375,JUNIOR WOMANS CLUB OF WYOMING FOUNDATION,"1 WORTHINGTON AVE CINCINNATI, OH 45215-4337",1 WORTHINGTON AVE,CINCINNATI,OH,45215-4337
311776749,MARIETTA RIVERFRONT ROAR INC,"101 FRONT ST MARIETTA, OH 45750-3124",101 FRONT ST,MARIETTA,OH,45750-3124
311784603,NORTHPOINTE COMMUNITY CHURCH,"100 E ORANGE RD LEWIS CENTER, OH 43035-9497",100 E ORANGE RD,LEWIS CENTER,OH,43035-9497
311788510,GERONTOLOGICAL ADVANCED PRACTICE NURSES ASSOCIATION,"10061 LYNDEN OVAL PARMA HEIGHTS, OH 44130-3112",10061 LYNDEN OVAL,PARMA HEIGHTS,OH,44130-3112
311790195,CINCINNATI REDS COMMUNITY FUND,"100 JOE NUXHALL WAY CINCINNATI, OH 45202-4109",100 JOE NUXHALL WAY,CINCINNATI,OH,45202-4109
311800473,MASTER GARDENERS OF GREENE COUNTY,"100 FAIRGROUND RD XENIA, OH 45385-9543",100 FAIRGROUND RD,XENIA,OH,45385-9543
311807834,WENDYS FOUNDATION,"1 DAVE THOMAS BLVD DUBLIN, OH 43017-5452",1 DAVE THOMAS BLVD,DUBLIN,OH,43017-5452
314195260,GREEN LAWN CEMETERY ASSOCIATION,"1000 GREENLAWN AVE COLUMBUS, OH 43223-2618",1000 GREENLAWN AVE,COLUMBUS,OH,43223-2618
314242580,MARIETTA AREA CHAMBER OF COMMERCE,"100 FRONT ST MARIETTA, OH 45750-3142",100 FRONT ST,MARIETTA,OH,45750-3142
314271670,OHIO RESTAURANT ASSN,"100 E CAMPUS VIEW BLVD STE 150 COLUMBUS, OH 43235-4636",100 E CAMPUS VIEW BLVD STE 150,COLUMBUS,OH,43235-4636
314323442,INTERNATIONAL BROTHERHOOD OF TEAMSTERS CHAUFFERS WAREHSMN-HELPS,"100 TIMBER RUN RD ZANESVILLE, OH 43701-7334",100 TIMBER RUN RD,ZANESVILLE,OH,43701-7334
314359680,OHIO CREDIT UNION LEAGUE,"10 W BROAD ST STE 1100 COLUMBUS, OH 43215-3482",10 W BROAD ST STE 1100,COLUMBUS,OH,43215-3482
314364832,AMERICAN LEGION AUXILIARY,"1001 S PENNSYLVANIA AVE WELLSTON, OH 45692-1730",1001 S PENNSYLVANIA AVE,WELLSTON,OH,45692-1730
314379435,CAPITAL UNIVERSITY,"1 COLLEGE AND MAIN COLUMBUS, OH 43209-7812",1 COLLEGE AND MAIN,COLUMBUS,OH,43209-7812
314379459,DENISON UNIVERSITY,"100 W COLLEGE ST GRANVILLE, OH 43023-1100",100 W COLLEGE ST,GRANVILLE,OH,43023-1100
314379464,FIRST BAPTIST CHURCH,"1000 GRANVILLE ST NEWARK, OH 43055-0000",1000 GRANVILLE ST,NEWARK,OH,43055-0000
314379491,HOLZER HOSPITAL FOUNDATION,"100 JACKSON PIKE GALLIPOLIS, OH 45631-1560",100 JACKSON PIKE,GALLIPOLIS,OH,45631-1560
314379518,THE NEIGHBORHOODHOUSE,"1003 LAKE HARBOR CT WESTERVILLE, OH 43081-2762",1003 LAKE HARBOR CT,WESTERVILLE,OH,43081-2762
314379532,OTTERBEIN UNIVERSITY,"1 S GROVE ST WESTERVILLE, OH 43081-2004",1 S GROVE ST,WESTERVILLE,OH,43081-2004
314379806,YOUNG MENS CHRISTIAN ASSOCIATION OF ROSS COUNTY,"100 MILL ST CHILLICOTHE, OH 45601-1662",100 MILL ST,CHILLICOTHE,OH,45601-1662
314387575,BOYS & GIRLS CLUBS OF COLUMBUS INC,"1000 CLEVELAND AVE COLUMBUS, OH 43201-3707",1000 CLEVELAND AVE,COLUMBUS,OH,43201-3707
314405929,FIRST BAPTIST CHURCH,"101 E OTTAWA ST RICHWOOD, OH 43344-1254",101 E OTTAWA ST,RICHWOOD,OH,43344-1254
314414877,FIRST ENGLISH LUTHERAN CHURCH,"1015 E MAIN ST COLUMBUS, OH 43205-2374",1015 E MAIN ST,COLUMBUS,OH,43205-2374
314419355,FREE & ACCEPTED MASONS OF OHIO,"1 MASONIC DR SPRINGFIELD, OH 45504-3658",1 MASONIC DR,SPRINGFIELD,OH,45504-3658
314420546,ST PAULS EPISCOPAL CHURCH,"100 E HIGH ST MOUNT VERNON, OH 43050-3402",100 E HIGH ST,MOUNT VERNON,OH,43050-3402
316022301,NATIONWIDE FOUNDATION,"1 NATIONWIDE PLAZA 1-LC-IRS COLUMBUS, OH 43215-2220",1 NATIONWIDE PLAZA 1-LC-IRS,COLUMBUS,OH,43215-2220
316024390,DENISON UNIVERSITY RESEARCH FOUNDATION,"100 W COLLEGE ST GRANVILLE, OH 43023-1100",100 W COLLEGE ST,GRANVILLE,OH,43023-1100
316027571,JUILFS FOUNDATION,"1004 TECH DR MILFORD, OH 45150-9700",1004 TECH DR,MILFORD,OH,45150-9700